date,txVolume(USD),txCount,paymentCount,activeAddresses,medianTxValue(USD),marketcap(USD),price(USD),exchangeVolume(USD)
2017-11-08,974027.13024372,35564,35564,35532,0.000219329582,142395198.26988882,0.002173,2839470.0
2017-11-09,256264.36456957285,272,272,225,460.8,150976955.30375427,0.002304,2924350.0
2017-11-10,350619.05129601614,282,282,185,466.99999999999994,152977925.1862891,0.002335,2193620.0
2017-11-11,376579.35961328907,207,207,172,388.474168991252,132776688.54318522,0.002026,1748460.0
2017-11-12,273775.5331105877,205,205,192,359.074,131421538.52832304,0.002006,2174370.0
2017-11-13,497715.82516195695,230,230,168,359.0,117765085.14204544,0.001795,2889150.0
2017-11-14,1053849.82900468,392,392,314,487.23188186699997,138514465.33923542,0.002111,4040400.0
2017-11-15,883421.3948972614,333,333,273,488.8,160380741.6347976,0.002444,5008060.0
2017-11-16,1165324.997333841,392,392,237,882.965621375,152431866.46401086,0.002323,5082450.000000001
2017-11-17,677109.8254914379,260,260,211,591.5256788681866,143498944.56955644,0.002187,5720510.0
2017-11-18,203538.66143116966,205,205,173,395.30898,129914120.76923078,0.00198,5709820.0
2017-11-19,391118.47222322406,202,202,175,200.99,132512167.49250752,0.00202,4289470.0
2017-11-20,295643.9914844896,246,246,207,346.556791,130752998.95313963,0.001993,3909200.0
2017-11-21,348831.5727830263,264,264,222,349.025652209496,140965416.78954738,0.002148,3417520.0
2017-11-22,986297.0597392131,362,362,322,867.138512,140831601.45178106,0.002146,4119730.0
2017-11-23,2098765.5388227464,608,608,389,1155.5,151630647.23895487,0.002311,4402340.0
2017-11-24,2293004.0749678058,406,406,271,1413.481914,138173876.88,0.002106,4204470.0
2017-11-25,406750.0696548218,243,243,219,607.0865,132994044.32958986,0.002027,4704770.0
2017-11-26,582222.9095371057,271,271,224,903.6911829814002,134690113.49391955,0.00205,6245890.0
2017-11-27,749802.5901414909,346,346,250,692.9829859318515,141396928.0184287,0.002151,6405580.000000001
2017-11-28,2013820.1316367001,487,487,348,900.884014168,135573947.5155979,0.002062,6065010.0
2017-11-29,2078074.3889835237,633,633,446,1848.0,151898153.93617022,0.00231,7852660.0
2017-11-30,959837.1799719171,324,324,244,718.4739303719999,137402087.6470588,0.00209,4155450.0
2017-12-01,3211252.2688934663,384,384,263,592.4447452271789,147347960.315864,0.002241,6294070.0
2017-12-02,978834.4831275472,268,268,223,459.195330580435,138714632.68692714,0.00211,5760180.0
2017-12-03,3304353.812351989,378,378,356,2080.0,136754947.44801512,0.00208,7261200.0
2017-12-04,6107162.117406281,443,443,332,2124.0,139644601.08582088,0.002124,10447300.0
2017-12-05,3524449.035532007,240,240,233,1606.8960927289302,140634034.32805753,0.002139,8749920.0
2017-12-06,2452155.462608542,386,386,281,838.9836604599999,135959696.06153846,0.002068,33314700.0
2017-12-07,14384971.54625906,1961,1961,1464,1167.596772,206033627.50783625,0.003134,44215300.0
2017-12-08,8765605.911631046,878,878,617,1617.8145856774738,283468194.99749655,0.004311,21605600.0
2017-12-09,20698012.60245865,504,504,398,905.399642161,292006000.1417393,0.004441,17520500.0
2017-12-10,10165387.891572589,1407,1407,1235,1802.150892696,292693023.2667877,0.004452,18145200.0
2017-12-11,5477544.947480974,845,845,609,869.456,291633029.57894737,0.004436,20137200.0
2017-12-12,16193809.338772891,1380,1380,912,1148.3968647275,340389122.9624327,0.005177,48699100.0
2017-12-13,37664289.20692341,2407,2407,1570,1160.9139726610201,500606737.4405832,0.007614,174319008.0
2017-12-14,171988813.77428627,4226,4226,2834,1133.270030267375,1081229025.3603733,0.016445,192816992.0
2017-12-15,45565123.78798104,3302,3302,2231,970.02328449,1145308660.4654446,0.01742,139710000.0
2017-12-16,77902889.87506263,4297,4297,2911,756.0794618201251,1210082137.4638143,0.018405,336496000.0
2017-12-17,187080793.4978896,4980,4980,3421,749.633,2476748097.6084557,0.03767,338444992.0
2017-12-18,394247501.943411,5807,5807,4140,1454.88,2391377167.282514,0.036372,369401983.99999994
2017-12-19,1646996671.5052383,5220,5220,3533,824.748578577621,2921968695.2608867,0.044442,235095008.00000003
2017-12-20,95009467.17147338,5221,5221,3066,1977.1544,3080434314.0731134,0.046852,317193984.0
2017-12-21,480985524.12573767,8877,8877,5001,1710.86706875,3285181332.028323,0.049966,460308000.0
2017-12-22,239434489.89462435,6644,6644,4044,1523.6378808660002,3002193965.0643907,0.045662,494380000.0
2017-12-23,173043262.3547937,5346,5346,3763,773.2438980500001,2649657272.562801,0.0403,503996991.99999994
2017-12-24,132175996.76998165,4439,4439,3070,869.8937,3384219325.387224,0.051473,230931007.99999997
2017-12-25,78978729.94107507,4281,4281,2684,913.9794,2413380595.4173465,0.036706,189610000.0
2017-12-26,65408472.22182519,4683,4683,3135,759.878763107112,2350335321.7517447,0.035748,263744992.0
2017-12-27,66590877.58177225,4418,4418,3190,604.536772905,2487254121.2812576,0.03783,173156000.00000003
2017-12-28,37383970.25329369,5430,5430,3845,625.8655131189998,2414376363.476295,0.036722,261940992.0
2017-12-29,61975833.040363,6252,6252,4570,634.921346652677,2761914714.68012,0.042007,246896991.99999997
2017-12-30,47042433.63693083,5736,5736,4187,550.9680845160001,2390380774.6678658,0.036357,256698000.0
2017-12-31,76876460.57212724,6417,6417,3965,1018.8378,2375395213.81145,0.036129,375152000.0
2018-01-01,210289834.53263184,7300,7300,4382,1432.852379877006,2937738004.9231453,0.044682,516798016.00000006
2018-01-02,462993004.5016281,14867,14867,9703,992.39286154,3423495329.057726,0.05207,1604039936.0
2018-01-03,270185869.7802201,15326,15326,10785,778.35349878,5170952921.126638,0.078648,1136850048.0
2018-01-04,432093825.66657597,23752,23752,16952,689.4338598,6240818429.820267,0.09492,4089410048.0
2018-01-05,2996227664.472033,18996,18996,15513,848.79495,13779440430.410503,0.209579,3864399872.0000005
2018-01-06,1085971139.5482404,15482,15482,14140,1182.1997000678537,14760403462.3775,0.224499,2437349888.0
2018-01-07,602648081.1073766,14413,14413,12272,817.7291639103039,11419014573.024378,0.173678,1750349952.0000002
2018-01-08,292734797.82005477,16735,16735,14092,1014.689275,13491200355.106518,0.205195,1532320000.0
2018-01-09,164783368.54534164,15427,15427,13306,845.846029823905,10136070092.395098,0.154165,1262109952.0
2018-01-10,176382324.5618326,13971,13971,11723,1042.8342,8351335408.455226,0.12702,1729920000.0
2018-01-11,247304955.66318163,14625,14625,11874,1295.1873,8601638776.719334,0.130827,1074579968.0
2018-01-12,213047869.30989856,12132,12132,9040,1331.611786582,7219283030.701225,0.109802,679499008.0
2018-01-13,339390189.4379149,11903,11903,8117,2070.504614808,7146434033.23461,0.108694,819091008.0
2018-01-14,144632551.7127779,9536,9536,7676,1442.620708865644,6748031823.79793,0.102634,714278976.0
2018-01-15,191316470.6152887,9831,9831,8350,1573.77571,5581356685.184295,0.08489,1013430015.9999999
2018-01-16,147433207.03691015,7714,7714,6822,1084.10679749,4999812121.09391,0.076045,695308992.0
2018-01-17,99962750.51093611,7948,7948,6806,727.9510534607999,3536985085.4509873,0.053796,1326569984.0
2018-01-18,102433946.10616754,9359,9359,7701,982.074768,5025271889.035261,0.076432,1392329984.0
2018-01-19,193951110.86372608,6709,6709,5590,1201.1935839999999,5418256255.636269,0.082409,706521984.0
2018-01-20,46421517.315482564,5077,5077,4390,802.9975414999999,5336010593.826081,0.081158,626438976.0
2018-01-21,132055599.46258524,4563,4563,3840,937.7914,5579925437.061669,0.084868,561259008.0
2018-01-22,57574687.74215173,5018,5018,4409,653.28523523,4730365332.206898,0.071947,623766976.0
2018-01-23,26616641.109406438,3791,3791,3438,467.29710327899994,4681908302.941434,0.07121,409591999.99999994
2018-01-24,42372494.630414486,5946,5946,4491,970.4474705420001,4510050202.504196,0.068596,505468992.0
2018-01-25,40803227.802912176,4412,4412,3342,834.900048258,4684669772.412354,0.071252,362497984.0
2018-01-26,40330670.88820015,4616,4616,3765,686.0,4510326004.187303,0.0686,381401984.0
2018-01-27,25691681.954315092,4272,4272,3425,654.377295,4371919669.262007,0.066495,282556992.0
2018-01-28,24565317.640136346,4301,4301,3523,682.2684,4531095514.017193,0.068916,276320992.0
2018-01-29,81947660.92566796,6817,6817,5399,1210.862581581071,4301963260.340495,0.065431,256876000.0
2018-01-30,68794702.66708584,5986,5986,5118,1268.4692219625,4212181455.6927876,0.064065,267126000.0
2018-01-31,57333031.4363771,3958,3958,3246,769.1513525189999,3547640969.5327063,0.053958,251080992.0
2018-02-01,111853622.57163799,3671,3671,3174,657.0360000000001,3599941932.652541,0.054753,288656000.0
2018-02-02,96938628.51845132,4134,4134,3484,666.164126669246,3027185698.114169,0.046042,363928992.0
2018-02-03,19905006.3343546,3462,3462,2880,417.67832425422256,2697983145.297828,0.041035,241928992.0
2018-02-04,13437330.90075543,2609,2609,2249,477.75325000000004,2927438269.7684073,0.044525,169960992.0
2018-02-05,14095307.267593402,3513,3513,3089,426.78609868877,2484607718.3899736,0.03779,167296992.0
2018-02-06,31733719.29591048,4287,4287,3304,426.56524900000005,1996553467.5591319,0.030367,271110016.0
2018-02-07,16157226.935380008,3144,3144,2391,453.338947565,2382371203.4701953,0.036235,204200000.0
2018-02-08,3686663.1669932893,985,985,790,351.47501200000005,2147873648.5234585,0.032668,193436992.0
2018-02-09,21486581.358275816,3645,3645,2632,735.83874595728,2418522050.534836,0.036785,176363008.0
2018-02-10,22227088.90538429,5061,5061,4021,494.94724485772804,3118061488.1784024,0.047424,470408992.0
2018-02-11,18578948.933248214,3389,3389,2548,557.8303665744,3192987688.525648,0.048564,273583008.0
2018-02-12,18528168.447583884,3854,3854,3266,417.381591,2801088466.2483087,0.042603,219119999.99999997
2018-02-13,10172337.833326219,2398,2398,2035,441.75009652914997,3031174934.5592074,0.046103,178960992.0
2018-02-14,42013987.382572144,2326,2326,1970,417.28718733274997,2846555599.67999,0.043295,186659999.99999997
2018-02-15,52705001.34584693,2263,2263,1885,459.21999999999997,3019288494.5232706,0.045922,178912992.0
2018-02-16,37769838.211341806,2949,2949,2105,696.521256544,3056544409.3285284,0.046489,310512992.0
2018-02-17,19285314.073727928,2899,2899,2423,434.55546,3429078244.967313,0.052155,231988000.0
2018-02-18,11606778.065865882,2164,2164,1890,488.23830471795,3611862391.0496716,0.054935,195043008.0
2018-02-19,9637374.476875115,2248,2248,2059,390.9184282795,3258151678.5346904,0.049555,178480992.0
2018-02-20,12028140.81701184,2430,2430,2203,480.99086295839993,3388464596.05591,0.051537,198212992.0
2018-02-21,36871343.151929945,1952,1952,1829,395.3628479369,3084181961.298542,0.046909,179052992.0
2018-02-22,634217292.2764478,2071,2071,1872,436.16241,2923259133.527069,0.044461,162732992.0
2018-02-23,10780941.339084214,1745,1745,1570,347.3457486075,2648002276.2437315,0.040275,159880992.0
2018-02-24,14631526.123539748,1863,1863,1692,372.722574752,2817718304.9833612,0.042856,194792992.0
2018-02-25,7482593.227579326,1623,1623,1517,294.8815437447,2683927153.4384327,0.040821,182259999.99999997
2018-02-26,98880089.2335631,2003,2003,1792,369.896369017859,2623262009.501017,0.039899,189975999.99999997
2018-02-27,13683966.545784242,2014,2014,1820,326.214620799584,2747761320.3132157,0.041792,219795008.0
2018-02-28,11010021.899923176,2285,2285,1939,435.95824255358406,2809847162.197186,0.042736,298758016.0
2018-03-01,58227978.4627788,3213,3213,2366,802.5008462083018,2860955133.1977806,0.043514,318231008.0
2018-03-02,329903431.95850533,21036,21036,11953,1739.431923165,3201906736.455323,0.0487,824566016.0
2018-03-03,157522797.77321893,11167,11167,7816,1055.50741835,3453416750.482951,0.052525,399204992.0
2018-03-04,44841490.42176677,4212,4212,2704,810.76962290805,3207788563.1756864,0.048789,314648992.0
2018-03-05,42447491.89518682,5694,5694,3810,672.9005504521775,3139825069.263725,0.047755,284713984.0
2018-03-06,36786823.64102243,3851,3851,2490,790.3311355072,3073347491.6132674,0.046744,262251008.0
2018-03-07,30961718.087623376,4680,4680,2842,947.850108,2889253539.4649873,0.043944,290193984.0
2018-03-08,31402771.70791382,7252,7252,4299,411.674421888,2530523379.469266,0.038488,236262000.0
2018-03-09,29873799.65433707,4478,4478,2732,788.7528220386,2390775663.5391417,0.036363,295228992.0
2018-03-10,11191740.317392325,3216,3216,2211,407.015938,2428783116.657753,0.036941,253447008.0
2018-03-11,14437752.58230648,2897,2897,2037,477.7458744120999,2284797731.9078674,0.034751,266342000.0
2018-03-12,41592900.219721004,3557,3557,2347,578.415,2535309033.5457764,0.038561,228564991.99999997
2018-03-13,23874565.3526953,3414,3414,2288,559.90302064,2364857464.726866,0.035968,200526000.00000003
2018-03-14,136205823.52897048,11422,11422,9189,713.6239866574999,2347314011.0361924,0.035701,197406000.00000003
2018-03-15,36919552.82306304,5938,5938,3440,838.2878920995,2041277354.028952,0.031047,169547008.0
2018-03-16,40537897.05593378,7714,7714,4212,695.6349750191999,1975647757.3679404,0.030049,149356000.0
2018-03-17,19670694.388097033,4031,4031,2463,668.58506,1983235471.3304183,0.030164,116472000.0
2018-03-18,18748924.218417533,3651,3651,2345,750.1182,1859687624.3263688,0.028285,127381000.0
2018-03-19,36337063.29348385,6054,6054,3453,726.4679779639999,1904719250.2848847,0.02897,183591008.0
2018-03-20,23699311.99180549,4638,4638,2841,537.879461094936,2151835073.620067,0.032728,250396991.99999997
2018-03-21,159941331.7190317,6968,6968,4095,1137.3973027025174,2504053651.777071,0.038085,232926000.0
2018-03-22,24513959.714138005,4156,4156,2946,631.9475123140759,2443162853.243566,0.037159,227472000.0
2018-03-23,29721535.649980012,4738,4738,3308,700.1695963879499,2488784479.3167706,0.037853,230134000.0
2018-03-24,59987408.28736736,11174,11174,7408,1146.2658726544998,2742795305.8592606,0.041717,706931008.0
2018-03-25,78291160.60036077,7934,7934,4711,1451.779790609,3249137004.513959,0.049418,320430016.0
2018-03-26,57841882.21793888,6581,6581,3578,1742.5189235379999,2981102229.693429,0.045341,327374016.0
2018-03-27,74806073.25495844,6171,6171,4350,379.13830943100004,2917451317.964434,0.044373,274910016.0
2018-03-28,25925534.95602361,4281,4281,2637,995.5961656886002,2817590355.867792,0.042854,280836000.0
2018-03-29,60125273.3832018,7470,7470,4398,1277.8215689442,3219448452.4929543,0.048966,483100991.99999994
2018-03-30,45238503.53187733,5474,5474,3159,1152.9927269667,2802938355.298108,0.042631,349432992.0
2018-03-31,53481096.31005783,6182,6182,2950,1438.5682452735002,2714282630.2362237,0.041283,358492000.0
2018-04-01,21614793.48322705,4034,4034,2151,1172.492637039165,2232452101.2277617,0.033955,219372992.0
2018-04-02,27474062.17051543,4051,4051,2229,966.000114,2121759919.4116068,0.032271,241103008.0
2018-04-03,33116653.930211414,4626,4626,2693,963.21813454125,2346605252.0222697,0.035691,240608000.0
2018-04-04,25628222.015724156,3319,3319,1913,806.74984,2280433009.127024,0.034684,157468992.0
2018-04-05,417880887.4795831,58016,58016,42665,963.9270995904001,1978735387.3504274,0.030096,1488739968.0
2018-04-06,189015378.41548118,18465,18465,13350,1274.4773136000001,2583527292.701122,0.039294,661966976.0
2018-04-07,143290005.0779712,11214,11214,7587,1005.5538245389215,2424698441.6136684,0.036879,245334000.00000003
2018-04-08,41193128.14631488,4777,4777,2839,954.720078758308,2431167923.879916,0.036977,215712991.99999997
2018-04-09,71896162.27471624,5942,5942,3121,1135.8991017793498,2475101507.6169033,0.037645,295115008.0
2018-04-10,51771533.926629715,5338,5338,2894,774.5238795728,2353230922.190641,0.035792,303561984.0
2018-04-11,32964760.810708534,4818,4818,2656,884.976765,2422883661.746492,0.036851,301439008.0
2018-04-12,82587648.93992798,6699,6699,3257,864.829704,2376352018.5017185,0.036143,415956992.0
2018-04-13,57571373.903444596,7090,7090,3740,1000.780581,2591376141.2308874,0.039414,484566016.00000006
2018-04-14,26672434.7658928,4092,4092,2544,653.6201932575,2543440271.531829,0.038685,307575008.0
2018-04-15,26734614.825047355,4391,4391,2711,844.30665,2634000849.1906633,0.040062,306262016.0
2018-04-16,20840441.71430457,4151,4151,2889,681.60717996,2820469330.006835,0.042898,296337984.0
2018-04-17,31186804.5860088,5503,5503,3488,769.798562,2713753308.10737,0.041275,359111008.0
2018-04-18,32869777.360527225,6990,6990,4032,911.0827100820001,2761826801.224259,0.042006,475425983.99999994
2018-04-19,77334741.79330514,8827,8827,5077,1094.223013244004,3118373500.543509,0.047429,587153984.0
2018-04-20,38023551.23909859,7049,7049,4201,876.4482384449999,3230479755.2058578,0.049134,477675007.99999994
2018-04-21,53152152.45073008,6333,6333,3694,1062.394541,3527958204.604877,0.053659,715849024.0
2018-04-22,43577886.020332165,5509,5509,4076,944.0109165300001,3511409398.185502,0.053407,319432000.0
2018-04-23,38191510.303521544,6655,6655,4284,1059.254410403,3447144053.3956203,0.05243,472463999.99999994
2018-04-24,119049091.24940929,13833,13833,8210,1042.521583,3836336566.1536264,0.058349,1561020032.0
2018-04-25,186729013.7486661,12026,12026,6676,1727.0678211619997,4712863466.222638,0.071681,2124440064.0
2018-04-26,64890427.74117702,7148,7148,4458,971.783938,4601243926.440926,0.069983,759337024.0
2018-04-27,78999386.0740305,10750,10750,6430,877.158528,4924132422.573821,0.074894,717529984.0000001
2018-04-28,110024050.40415408,8237,8237,5500,917.5181170580229,4852676818.599545,0.073807,718297984.0
2018-04-29,61850283.156851165,9588,9588,6514,732.1834521648001,5371369779.585529,0.081696,1161459968.0
2018-04-30,108005121.16142097,16538,16538,11111,717.248,5894693839.707988,0.089656,1749639936.0000002
2018-05-01,165519399.37535113,81029,81029,77747,4.5935049999999995,6163583133.434982,0.093745,1043369984.0
2018-05-02,156129308.15418977,127036,127036,124493,4.359908,6099051155.277963,0.092764,401505984.0
2018-05-03,131889139.13211861,48300,48300,45552,4.931388,6004276549.589421,0.091322,789150976.0
2018-05-04,81991702.43001139,22262,22262,19957,5.74761,5725707280.842184,0.087085,727056000.0
2018-05-05,34431795.259272516,121117,121117,119428,4.051964,5668289216.275631,0.086212,476743008.0
2018-05-06,34005056.29175719,238357,238357,236549,4.006508,5726529028.01531,0.087098,388707008.0
2018-05-07,75223358.65451995,4978,4978,4179,290.34925632299996,5586367501.436632,0.084966,412406015.99999994
2018-05-08,29853172.784204464,4755,4755,3798,615.86252,5483721251.287574,0.083405,372063008.0
2018-05-09,36794239.00108409,5483,5483,4083,854.6836999999999,5455726026.561958,0.082979,357911008.0
2018-05-10,41182267.32315521,6315,6315,4507,988.9091539,5326042802.429105,0.081007,352612991.99999994
2018-05-11,58288577.5103193,6434,6434,4091,1472.02,4839141444.426842,0.073601,836388992.0
2018-05-12,42293988.482532665,4963,4963,3237,1078.3938497396,4351328863.086293,0.066182,615174016.0000001
2018-05-13,41829401.03946067,5319,5319,3572,974.9512368628622,4546673151.492773,0.069153,601064000.0
2018-05-14,55603273.44824613,5797,5797,3936,1063.837624,5003971026.242103,0.076108,463712000.0
2018-05-15,74490292.956766,4836,4836,3637,904.355077880865,4788991781.364101,0.072839,287628000.0
2018-05-16,42383991.74383727,5144,5144,3495,998.1282374130001,4483441943.186272,0.068191,492396000.0
2018-05-17,76640231.14482218,4371,4371,3246,946.3487989364801,4728071193.305753,0.071912,304225984.0
2018-05-18,39692300.4054522,4220,4220,2994,844.7344339499999,4406616634.087854,0.067023,263304992.0
2018-05-19,30959369.42250853,4088,4088,3216,789.194657944,4568231331.534797,0.069481,206880992.0
2018-05-20,198766356.9866744,6230,6230,3914,1724.6249275,4554305945.808681,0.069269,470467008.0
2018-05-21,145463621.68594825,8235,8235,5743,1400.401291128,5108597267.545946,0.0777,802233024.0
2018-05-22,308486203.8978961,6731,6731,4921,1588.5385185514,5408001108.798233,0.082253,498436000.0
2018-05-23,93091936.54115906,6298,6298,4506,1501.44,4935835170.469362,0.075072,608060032.0
2018-05-24,92907886.79918484,7188,7188,5294,1357.68215886885,4608075292.306956,0.070087,587902016.0
2018-05-25,59217779.18620026,5658,5658,4605,1153.969624797,4812814016.000505,0.073201,301519008.0
2018-05-26,37249575.35433028,5676,5676,4535,1282.1794432800002,4672533823.557283,0.071067,334004991.99999994
2018-05-27,61202037.27494657,5606,5606,4457,1384.3061623350002,4798383325.647725,0.072981,311443008.0
2018-05-28,119085223.51047467,8796,8796,6008,1487.8701775105,4645131543.865038,0.070651,493598016.00000006
2018-05-29,68971059.47673157,8399,8399,6216,916.386876845,4017037093.664462,0.061097,569742976.0
2018-05-30,72432464.80508392,7556,7556,5738,1330.990961763275,4280886989.612833,0.06511,463945984.0
2018-05-31,82071090.74984148,7101,7101,5236,1300.900764188388,4105055879.3688903,0.062436,371256992.0
2018-06-01,46097642.09581162,5176,5176,3678,1487.59973927682,3985131331.0266232,0.060612,268287008.0
2018-06-02,50451060.93574243,4673,4673,3423,1307.59836988,3867119324.0033503,0.058817,297120992.0
2018-06-03,29666372.0516315,4672,4672,3625,840.033226388,4020983214.9600024,0.061157,250455008.0
2018-06-04,38647433.58940892,9894,9894,5626,361.316868,4077559497.535139,0.062018,216791008.0
2018-06-05,46397729.765662126,7943,7943,4918,399.61656,3893609599.212242,0.05922,220480992.0
2018-06-06,46923095.843521915,4804,4804,3318,844.96296840615,3985743112.4097095,0.060621,188314000.0
2018-06-07,24337141.466081645,4560,4560,3199,1054.0977447,3907614163.1867595,0.059433,164796000.0
2018-06-08,27256610.659562536,154034,154034,152375,0.11736,3858072388.3321466,0.05868,176148000.0
2018-06-09,23016847.48043328,4925,4925,4145,734.7756,3795000923.1457214,0.05772,171568992.0
2018-06-10,55662902.27215827,4954,4954,3077,1366.32756657,3756699951.5582776,0.057138,330216000.0
2018-06-11,34508379.02672983,5820,5820,4238,515.02157965,3146736845.42956,0.04786,254203007.99999997
2018-06-12,29113643.308768358,4788,4788,3223,523.035171164,3206674191.8105593,0.048772,199435008.0
