date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),fees,activeAddresses,medianTxValue(USD),medianFee
2015-06-16,7876.515846386082,1416,1326572.0999999999,0.000147,6374.0,15509.80994,38,0.00147,10.0
2015-06-17,3154.5076155899205,1453,1443564.0000000002,0.00016,8668.0,16678.259669,40,0.0016,10.0
2015-06-18,1075.71791376832,1435,1443951.6279069767,0.00016,3682.9999999999995,15041.811541,16,0.0016,10.0
2015-06-19,4866.226920486929,1425,1555834.7612903225,0.000173,6743.0,15527.660438,29,0.00173,10.0
2015-06-20,887.1848075558149,529,1394638.006329114,0.000155,1488.0,11233.44289,28,0.00155,10.0
2015-06-21,1830.6760836479941,514,1421258.0869565215,0.000158,616.0,16146.466674,29,0.0015799999999999998,30.0
2015-06-22,1075.82874532,503,1451740.0961538465,0.000161,4900.0,15344.331841,25,0.00161,31.0
2015-06-23,1881.7860661884959,430,1401991.7468354432,0.000156,2518.0,13574.496485,20,0.00156,31.0
2015-06-24,5501.939848460597,292,1423121.1923076923,0.000158,1655.9999999999998,9339.630814,26,0.0015799999999999998,30.0
2015-06-25,8380.35799964142,487,1408284.9350649351,0.000156,2791.0,14035.949168,47,0.00156,27.0
2015-06-26,6659.0533099864615,394,1389802.1351351354,0.000154,3547.0,13115.673886,31,0.0015400000000000001,28.0
2015-06-27,3816.4218639955275,510,1329005.1210191082,0.000148,4043.0,17094.507999,26,0.00148,30.5
2015-06-28,1746.319802166849,512,1412693.2302631577,0.000157,1838.0,16150.613706,26,0.00157,30.0
2015-06-29,1086.821296444272,494,1364124.0,0.000152,2007.0,14948.657866,29,0.00152,29.5
2015-06-30,976.6400527799999,443,1352943.1677018632,0.00015,5197.0,13890.232821,15,0.0014999999999999998,30.0
2015-07-01,1945.127378480688,509,1460104.8591549296,0.000162,2224.0,16722.801842,27,0.0016200000000000001,30.0
2015-07-02,5211.19452268785,512,1281413.958041958,0.000142,1323.0,15890.292235,33,0.00142,29.0
2015-07-03,2733.718283348052,487,1291356.0,0.000143,3873.0,15533.848012,14,0.00143,31.0
2015-07-04,1818.435667398624,513,1296680.1702127657,0.000144,1575.0,16266.085333,14,0.00144,29.0
2015-07-05,3587.1055406987916,526,1266668.581395349,0.000141,3716.9999999999995,16925.957132,27,0.0014100000000000002,28.5
2015-07-06,1748.4193357512959,500,1151552.0,0.000128,521.0,15740.946132,15,0.0012799999999999999,30.0
2015-07-07,6111.38270318625,413,1137354.084507042,0.000126,3977.0,13163.24,18,0.00126,29.0
2015-07-08,2346.7126329417943,335,1275475.751552795,0.000142,2407.0,11292.352789,21,0.00142,32.0
2015-07-09,1026.91968296722,439,1449935.8125,0.000161,1678.0,13324.152529,19,0.00161,29.0
2015-07-10,1272.141921169296,481,1294912.7516778526,0.000144,3166.0,14881.462584,22,0.00144,29.0
2015-07-11,2627.5381463614153,573,1308631.304347826,0.000145,5422.0,17106.447224,93,0.00145,26.0
2015-07-12,3251.2817344028144,513,1453300.8535031849,0.000161,3108.0000000000005,16613.845403,26,0.00161,29.0
2015-07-13,4639.386515348566,502,1413737.9999999998,0.000157,3229.0,15016.55194,22,0.00157,30.0
2015-07-14,1272.308118627321,469,1410200.8291139242,0.000157,970.0,14130.815493,19,0.00157,29.0
2015-07-15,438.20800903532796,482,1422912.7702702703,0.000158,746.0000000000001,14855.845709,15,0.0015799999999999998,30.0
2015-07-16,1186.592619153484,490,1333585.2676056335,0.000148,1868.9999999999998,14966.552072,12,0.00148,30.0
2015-07-17,589.6531088360481,494,1275118.0671140943,0.000142,191.0,15422.036922,15,0.00142,29.0
2015-07-18,451.685995823302,499,1338556.808219178,0.000149,783.0,15146.998444,22,0.00149,30.0
2015-07-19,513.4470298183679,504,1313041.1351351351,0.000146,898.0000000000001,15395.695533,27,0.00146,28.0
2015-07-20,12959.060018261904,489,1292294.6577181208,0.000144,4446.0,16841.602116,30,0.00144,31.0
2015-07-21,2000.1098887478288,404,1337454.0,0.000149,2177.0,11948.804688,19,0.00149,28.0
2015-07-22,3555.3068118822657,274,1343219.26056338,0.000149,1237.0,8417.735131,23,0.00149,29.0
2015-07-23,1449.8106138397602,503,1278052.5205479453,0.000142,2965.0,16042.827374,19,0.00142,30.0
2015-07-24,7629.083709310934,563,1312871.593220339,0.000146,20017.0,21045.622516,37,0.00146,31.0
2015-07-25,2836.034013085152,534,1582665.652173913,0.000176,6330.999999999999,17055.035619,41,0.0017599999999999998,30.0
2015-07-26,4651.282162879898,534,1636844.878612717,0.000182,3001.0,17477.185799,36,0.00182,29.0
2015-07-27,5945.202011159403,508,1557477.6073619633,0.000173,4905.0,16898.51389,25,0.00173,30.5
2015-07-28,2801.7500141201253,523,1463998.551724138,0.000163,3019.0,17941.396741,38,0.00163,32.0
2015-07-29,1040.484489541818,500,1569170.9068322983,0.000174,1294.0,14714.790779,17,0.00174,28.0
2015-07-30,4509.342864831189,526,1452028.93373494,0.000161,1904.0,15905.589758,41,0.00161,30.0
2015-07-31,341.576125159526,486,1491485.7073170731,0.000166,798.0,14532.0,9,0.00166,29.0
2015-08-01,1313.126306980196,495,1473507.0,0.000164,1445.0,15516.557146,20,0.00164,31.0
2015-08-02,3564.9988491072404,504,1463713.538961039,0.000163,2565.0,16526.179903,22,0.00163,30.0
2015-08-03,1368.7624412572882,492,1386144.0,0.000154,2002.0,15856.537045,15,0.0015400000000000001,31.0
2015-08-04,1719.1440516222278,396,1388088.364864865,0.000154,2833.0,12792.32744,16,0.0015400000000000001,31.0
2015-08-05,5353.806003592275,500,1331631.0,0.000148,4230.0,16743.444724,17,0.00148,31.0
2015-08-06,2121.985950307188,377,1329883.914893617,0.000148,952.0,11766.977967,19,0.00148,30.0
2015-08-07,841.9994701438891,15,1267372.179310345,0.000141,1811.0,801.282901,16,1.4100000000000001,10.0
2015-08-08,2551.185899511295,188,1302620.294117647,0.000145,3307.0000000000005,6904.618276,16,0.00145,30.0
2015-08-09,7943.289364748752,522,1219405.2923076923,0.000136,8393.0,18544.407713,19,0.00136,32.0
2015-08-10,3181.0429599856698,552,1173362.6666666665,0.00013,1268.0,19053.685146,20,0.0013,33.0
2015-08-11,1593.00766645371,512,1213461.0,0.000135,3006.0,15843.702934,27,0.00135,29.0
2015-08-12,3335.8649258373302,508,1217822.8195488723,0.000135,5295.0,16460.827687,26,0.00135,30.0
2015-08-13,2163.452480486656,527,1155999.219512195,0.000128,3420.0,16104.013525,27,0.0012799999999999999,28.0
2015-08-14,1786.311184601526,495,1105078.7603305788,0.000123,1770.0,15751.395931,34,0.0012300000000000002,30.0
2015-08-15,43296.0744366468,474,1092450.0252100842,0.000121,2058.0,14922.852817,24,0.00121,30.0
2015-08-16,753.1601282706,339,1075899.512195122,0.00012,2245.0,9661.367062,43,0.0012000000000000001,27.0
2015-08-17,2031.58456666089,512,1104869.7226890756,0.000123,1511.0,15577.152707,30,0.0012300000000000002,29.0
2015-08-18,1124.9821740381142,464,1073073.4456521738,0.000119,2207.0,14298.072302,25,0.00119,29.0
2015-08-19,7610.592064705145,506,894341.25,9.9e-05,713.0,16408.721774,24,0.00099,30.0
2015-08-20,451.454674273,470,900534.9056603773,0.0001,148.0,14477.914076,12,0.001,30.0
2015-08-21,210.448886195294,488,957305.9405940593,0.000106,651.0,14529.950116,9,0.00106,29.0
2015-08-22,1028.32275043464,506,911700.0,0.000101,481.0,15460.300467,16,0.00101,29.0
2015-08-23,581.648678787982,490,910898.3877551021,0.000101,111.0,14910.851212,14,0.00101,30.0
2015-08-24,1257.507467117328,509,880125.3548387097,9.8e-05,1331.0,15848.934955,24,0.00098,31.0
2015-08-25,1644.994738982862,515,839668.8837209301,9.3e-05,1988.0,17076.92071,27,0.0009299999999999999,31.0
2015-08-26,860.857125628278,524,773797.4222222223,8.6e-05,1348.0,16426.348539,31,0.0008600000000000001,30.0
2015-08-27,372.91346318772,524,807751.8556701032,9e-05,832.9999999999999,15825.589322,34,0.0009000000000000001,29.0
2015-08-28,1624.1813222605458,514,885493.2258064516,9.8e-05,1852.0000000000002,15667.156876,33,0.00098,30.5
2015-08-29,1380.6098535653339,498,836028.34375,9.3e-05,436.0,14631.496477,32,0.0009299999999999999,28.0
2015-08-30,6670.911327624097,499,863808.9230769232,9.6e-05,1193.0,16581.403828,39,0.00096,29.0
2015-08-31,562.2983740170159,308,938954.0425531914,0.000104,588.0,8927.008807,42,0.00104,26.0
2015-09-01,399.24358303764996,197,848554.9199999999,9.4e-05,527.0,4830.649841,50,0.00094,22.0
2015-09-02,764.8422,517,900763.6363636365,0.0001,897.0,15574.0,38,0.001,30.0
2015-09-03,523.6986511544479,533,791916.9438202248,8.8e-05,333.0,15292.137734,47,0.0008799999999999999,28.0
2015-09-04,195.920862,486,798026.2989690722,8.9e-05,233.0,13504.685511,28,0.00089,27.0
2015-09-05,357.732061272029,504,870108.0465116279,9.7e-05,1099.0,15032.582166,27,0.0009699999999999999,29.0
2015-09-06,1176.986686526456,473,773471.4583333333,8.6e-05,902.0,14581.184652,31,0.0008600000000000001,29.0
2015-09-07,17.375527679999998,471,863928.0,9.6e-05,315.0,13113.0,39,0.00096,28.0
2015-09-08,871.6726815344641,526,867363.8787878789,9.6e-05,419.0,15598.83675,40,0.00096,29.5
2015-09-09,1298.3185809891,532,894194.3999999999,9.9e-05,1343.0,15567.989372,45,0.00099,27.0
2015-09-10,1954.0415848767302,533,810580.5494505495,9e-05,2545.0,15885.840086,48,0.0009000000000000001,29.0
2015-09-11,374.266234667962,474,821891.6702127662,9.1e-05,590.0,13556.798864,40,0.00091,27.5
2015-09-12,231.91810874432798,355,846900.0229885058,9.4e-05,233.0,10014.600038,33,0.00094,27.0
2015-09-13,1031.437458827784,538,784003.3999999999,8.7e-05,659.0,16133.590091,49,0.00087,29.0
2015-09-14,762.6438780251401,538,809338.0000000001,9e-05,95.0,15700.374274,51,0.0009000000000000001,29.0
2015-09-15,1996.0455507606903,531,806741.8181818184,9e-05,2995.0,15272.569617,48,0.0009000000000000001,28.0
2015-09-16,10236.388732864172,581,890949.5660377357,9.9e-05,10004.0,18395.507412,68,0.00099,29.0
2015-09-17,1616.912936011182,413,955784.3333333334,0.000106,5428.0,12421.984218,55,0.00106,27.0
2015-09-18,233.50276294282799,542,974760.48,0.000108,1354.0,15286.003577,51,0.00108,28.0
2015-09-19,413.4563999349,551,898605.8823529412,0.0001,1440.0,15288.927766,53,0.001,27.0
2015-09-20,1057.9352708545862,550,915584.64,0.000102,1250.0,15143.57573,48,0.00102,26.0
2015-09-21,535.7284899566,542,900114.705882353,0.0001,3745.0,15670.195708,54,0.001,28.5
2015-09-22,1365.7028071424581,581,914871.7384615386,0.000102,7599.0,16428.083639,68,0.00102,26.0
2015-09-23,1345.63089542778,569,1171540.5,0.00013,1843.0,16309.539201,71,0.0013,28.0
2015-09-24,307.82236108536,551,1082886.206896552,0.00012,987.0,15173.36645,56,0.0012000000000000001,27.0
2015-09-25,2114.32417623732,463,1046765.8208955223,0.000116,1853.0,13308.76421,73,0.00116,28.0
2015-09-26,1351.337014371642,434,1207933.2824427478,0.000134,2186.0,12446.390525,69,0.00134,26.5
2015-09-27,1902.2711752141083,582,1182128.884615385,0.000131,1636.0000000000002,16442.172832,70,0.0013100000000000002,27.0
2015-09-28,1021.696732297692,558,1185786.3884892089,0.000132,1641.0,15376.773606,71,0.00132,27.0
2015-09-29,13435.804821907323,546,1247792.7382550335,0.000139,9728.0,19790.758868,78,0.00139,29.0
2015-09-30,6164.619804937392,578,1340875.668874172,0.000149,5864.0,16886.009784,87,0.00149,27.0
2015-10-01,11540.846129227119,398,1361989.8,0.000151,11660.000000000002,15420.439979,93,0.00151,28.0
2015-10-02,13299.8710495259,404,1571818.2885906042,0.000175,6645.000000000001,12439.457333,93,0.00175,25.0
2015-10-03,2787.660958319199,573,1339479.4960629921,0.000149,5007.000000000001,16432.357053,69,0.00149,27.0
2015-10-04,1434.79949545242,580,1141013.8032786886,0.000127,1783.0,16120.798925,70,0.0012699999999999999,27.0
2015-10-05,1213.94007846034,516,1097418.705882353,0.000122,1640.0,14297.454817,79,0.00122,26.0
2015-10-06,2285.538219262466,566,1074909.5853658537,0.000119,1030.0,17700.658722,65,0.00119,30.0
2015-10-07,1345.235193902343,600,1106202.3088235294,0.000123,1230.0,15895.661063,80,0.0012300000000000002,26.0
2015-10-08,306854.9085787459,593,1225389.9661016949,0.000136,3949.0,16218.608989,91,0.00136,25.0
2015-10-09,297.234623946968,581,1061800.3076923075,0.000118,1174.0,15894.972327,72,0.00118,27.0
2015-10-10,314.653133595177,535,1053864.9642857143,0.000117,352.0,15629.255158,43,0.00117,29.0
2015-10-11,140.207489126432,527,1004411.8899082567,0.000112,1191.0,14723.886616,46,0.00112,28.0
2015-10-12,426.452465952898,518,982911.6923076924,0.000109,331.0,15583.807233,37,0.00109,30.0
2015-10-13,757.112428497087,552,1049814.4537815123,0.000117,1360.0,15716.342207,50,0.00117,27.0
2015-10-14,1032.46800646381,529,1066734.4655172415,0.000119,1192.0,15003.051581,39,0.00119,28.0
2015-10-15,1558.91271676198,547,1032325.4867256639,0.000115,2831.0,15711.123592,53,0.00115,27.0
2015-10-16,372.345479335466,541,1014983.3846153846,0.000113,1009.0,14992.547928,53,0.00113,25.0
2015-10-17,1965.834467962209,557,1051590.3387096773,0.000117,3306.0,16675.248501,58,0.00117,28.0
2015-10-18,444.060983009,580,1115415.0,0.000124,319.0,15989.367228,64,0.00124,27.0
2015-10-19,851.8356968920041,556,1118996.666666667,0.000124,946.0,16086.801749,68,0.00124,29.0
2015-10-20,320.95882891314,544,971559.6923076923,0.000108,717.0,15314.702407,55,0.00108,27.0
2015-10-21,618.6640365610381,198,1057023.0,0.000117,95.0,5337.701123,41,0.00117,24.0
2015-10-22,1146.553057259883,55,1052714.4406779662,0.000117,280.0,1360.761506,46,0.0117,6.0
2015-10-23,341.44076567735,53,1061071.8655462184,0.000118,785.0,1293.73929,42,0.0118,6.0
2015-10-24,1268.620476531268,47,1069554.5853658537,0.000119,639.0,1531.458534,38,0.0119,6.0
2015-10-25,960.2815751060551,335,1105660.43697479,0.000123,1356.0,10354.821531,37,0.0012300000000000002,29.0
2015-10-26,747.503420178165,532,1066622.0526315789,0.000119,550.0,15871.266858,43,0.00119,28.5
2015-10-27,659.473373556342,376,1027604.7692307694,0.000114,483.0,10622.126794,61,0.00114,28.0
2015-10-28,541.050210194949,241,1054298.7,0.000117,833.0,6471.381537,53,0.00117,23.0
2015-10-29,1627.95561439116,497,1076420.5714285716,0.00012,1930.0,15553.58199,38,0.0012000000000000001,30.0
2015-10-30,7699.744237790891,532,1239366.6455696202,0.000138,3174.0,15770.38994,42,0.00138,28.0
2015-10-31,266.017997496316,517,1420627.0344827585,0.000158,530.0,15241.844642,38,0.0015799999999999998,29.0
2015-11-01,593.18025245832,496,1222629.1199999999,0.000136,950.0,14090.799148,40,0.00136,28.0
2015-11-02,332.81164845959995,523,1353449.9999999998,0.00015,419.0,15181.0,37,0.0014999999999999998,30.0
2015-11-03,5077.448598140668,548,1465439.1802325582,0.000163,3720.0,17271.277825,43,0.00163,29.0
2015-11-04,742.087673674651,537,1553700.3973509935,0.000173,1613.0,15248.142628,43,0.00173,27.0
2015-11-05,1360.71068882595,523,1353352.6490066224,0.00015,1454.9999999999998,15577.614426,38,0.0014999999999999998,29.0
2015-11-06,950.672801933571,523,1355726.915492958,0.000151,217.0,15274.043726,38,0.00151,29.0
2015-11-07,99.893257932504,540,1279465.0243902442,0.000142,218.0,14816.871675,43,0.00142,27.0
2015-11-08,1026.814817398344,526,1478847.319148936,0.000164,484.0,15386.0,38,0.00164,29.0
2015-11-09,484.57556587482804,528,1278983.7236842106,0.000142,352.0,15551.460829,45,0.00142,28.5
2015-11-10,713.010304810519,516,1340563.159090909,0.000149,398.0,15153.719799,36,0.00149,29.0
2015-11-11,600.9361169644801,488,1183519.2755905513,0.000132,686.0,14757.019361,6,0.00132,30.0
2015-11-12,1157.4619608090659,499,1139848.0909090908,0.000127,708.0,16086.514313,21,0.0012699999999999999,31.0
2015-11-13,22.388424,474,1177047.28125,0.000131,77.0,14154.0,11,0.0013100000000000002,29.0
2015-11-14,537.438291436928,559,1152057.123966942,0.000128,112.0,15392.26513,53,0.0012799999999999999,28.0
2015-11-15,2768.645072385344,541,1143867.4553571427,0.000127,2260.0,16541.07996,43,0.0012699999999999999,29.0
2015-11-16,383.74161050288,534,1008461.0232558141,0.000112,1355.0,15364.926988,42,0.00112,28.0
2015-11-17,1740.4608734580809,520,1165479.0927835049,0.000129,6187.0,16385.950915,33,0.00129,30.0
2015-11-18,3369.9983239822,512,898249.5412844036,0.0001,3405.0,17294.127874,51,0.001,30.0
2015-11-19,180.33541109520002,345,981574.4594594594,0.000109,616.0,6184.925485,15,0.00109,15.0
2015-11-20,508.99119001917904,540,1002801.5044247789,0.000111,69.0,7846.0,46,0.00111,14.0
2015-11-21,1280.808674758543,83,1019290.7184466019,0.000113,778.0,1773.121985,43,0.0113,6.0
2015-11-22,630.752483294157,150,924951.33,0.000103,686.0,2095.567562,46,0.0010299999999999999,11.0
2015-11-23,86.75767158180001,539,901129.2452830189,0.0001,92.0,7632.413681,51,0.001,14.0
2015-11-24,4.73535406059,531,950941.9,0.000106,179.0,7595.0,38,0.00106,15.0
2015-11-25,649.2873746665,523,901933.3333333335,0.0001,772.0,7601.358323,47,0.001,15.0
2015-11-26,608.622657156036,374,976212.0,0.000108,696.0,5591.294872,46,0.00108,14.0
2015-11-27,715.551966662769,545,998009.3548387098,0.000111,1016.0,8239.543061,51,0.00111,14.0
2015-11-28,353.146361048106,539,833605.0654205608,9.3e-05,946.0000000000001,8070.733833,47,0.0009299999999999999,15.0
